Control Cell X	Control Cell Y	SAR X	SAR Y
591.376977573414	788.880004882813	591.376977573414	785.239990234375
594.172976139164	789.039978027344	594.172976139164	784.719970703125
596.968064216463	789.039978027344	596.968064216463	785.919982910156
599.762242223282	789.960021972656	599.762242223282	784.559997558594
602.555510577335	789.200012207031	602.555510577335	784.960021972656
605.347869696099	789.200012207031	605.347869696099	784.799987792969
608.139319996771	789.640014648438	608.139319996771	785.440002441406
610.929861896313	789.119995117188	610.929861896313	785.280029296875
613.719495811421	789.159973144531	613.719495811421	785.440002441406
616.508222158541	788.960021972656	616.508222158541	785.479980468750
619.296041353863	789.479980468750	619.296041353863	785.440002441406
622.082953813324	790.119995117188	622.082953813324	784.880004882813
624.868959952607	789.280029296875	624.868959952607	785.159973144531
627.654060187137	788.799987792969	627.654060187137	785.880004882813
630.438254932094	789.239990234375	630.438254932094	785.359985351563
633.221544602397	788.960021972656	633.221544602397	785.799987792969
636.003929612719	788.760009765625	636.003929612719	785.320007324219
638.785410377468	789.159973144531	638.785410377468	784.840026855469
641.565987310814	789.239990234375	641.565987310814	785.799987792969
644.345660826665	789.840026855469	644.345660826665	785.719970703125
647.124431338674	789.039978027344	647.124431338674	784.760009765625
649.902299260252	788.960021972656	649.902299260252	785.200012207031
652.679265004552	789.400024414063	652.679265004552	785.840026855469
655.455328984475	789.400024414063	655.455328984475	785.000000000000
658.230491612671	789.280029296875	658.230491612671	785.039978027344
661.004753301541	788.840026855469	661.004753301541	785.440002441406
663.778114463229	789.239990234375	663.778114463229	785.479980468750
666.550575509631	789.080017089844	666.550575509631	785.520019531250
669.322136852395	788.840026855469	669.322136852395	785.440002441406
672.092798902916	788.640014648438	672.092798902916	785.039978027344
674.862562072336	788.479980468750	674.862562072336	785.400024414063
677.631426771548	789.080017089844	677.631426771548	785.679992675781
680.399393411204	788.640014648438	680.399393411204	785.520019531250
683.166462401689	788.719970703125	683.166462401689	785.400024414063
685.932634153150	788.760009765625	685.932634153150	785.599975585938
688.697909075486	789.320007324219	688.697909075486	785.400024414063
691.462287578337	787.479980468750	691.462287578337	785.359985351563
694.225770071098	787.760009765625	694.225770071098	785.039978027344
696.988356962926	789.039978027344	696.988356962926	784.919982910156
699.750048662705	789.239990234375	699.750048662705	785.359985351563
702.510845579100	788.799987792969	702.510845579100	785.960021972656
705.270748120503	788.200012207031	705.270748120503	785.640014648438
708.029756695068	787.799987792969	708.029756695068	785.520019531250
710.787871710705	789.039978027344	710.787871710705	785.479980468750
713.545093575065	789.440002441406	713.545093575065	786.039978027344
716.301422695566	789.000000000000	716.301422695566	785.400024414063
719.056859479364	789.960021972656	719.056859479364	785.960021972656
721.811404333376	788.719970703125	721.811404333376	785.960021972656
724.565057664270	788.559997558594	724.565057664270	786.080017089844
727.317819878473	788.960021972656	727.317819878473	786.200012207031
730.069691382148	788.640014648438	730.069691382148	785.960021972656
732.820672581226	789.320007324219	732.820672581226	784.760009765625
735.570763881396	788.880004882813	735.570763881396	786.280029296875
738.319965688092	788.599975585938	738.319965688092	786.119995117188
741.068278406496	789.359985351563	741.068278406496	785.799987792969
743.815702441559	789.239990234375	743.815702441559	786.760009765625
746.562238197974	788.840026855469	746.562238197974	785.760009765625
749.307886080196	789.760009765625	749.307886080196	786.599975585938
752.052646492436	789.400024414063	752.052646492436	786.000000000000
754.796519838656	788.960021972656	754.796519838656	786.280029296875
757.539506522567	788.840026855469	757.539506522567	786.520019531250
760.281606947650	789.679992675781	760.281606947650	786.280029296875
763.022821517128	788.239990234375	763.022821517128	785.760009765625
765.763150633990	789.679992675781	765.763150633990	786.080017089844
768.502594700972	789.559997558594	768.502594700972	786.760009765625
771.241154120572	789.119995117188	771.241154120572	786.320007324219
773.978829295045	789.000000000000	773.978829295045	785.799987792969
776.715620626397	789.359985351563	776.715620626397	785.719970703125
779.451528516396	789.559997558594	779.451528516396	786.320007324219
782.186553366565	789.320007324219	782.186553366565	786.559997558594
784.920695578179	789.400024414063	784.920695578179	786.960021972656
787.653955552283	789.479980468750	787.653955552283	787.200012207031
790.386333689662	789.640014648438	790.386333689662	786.880004882813
793.117830390877	789.359985351563	793.117830390877	785.840026855469
795.848446056227	788.799987792969	795.848446056227	786.159973144531
798.578181085792	789.280029296875	798.578181085792	785.799987792969
801.307035879389	789.280029296875	801.307035879389	785.200012207031
804.035010836599	789.119995117188	804.035010836599	785.479980468750
806.762106356774	788.719970703125	806.762106356774	786.479980468750
809.488322839013	789.039978027344	809.488322839013	785.799987792969
812.213660682169	789.960021972656	812.213660682169	785.200012207031
814.938120284866	788.760009765625	814.938120284866	785.559997558594
817.661702045482	788.679992675781	817.661702045482	786.440002441406
820.384406362153	789.000000000000	820.384406362153	785.200012207031
823.106233632780	788.400024414063	823.106233632780	785.559997558594
825.827184255014	788.799987792969	825.827184255014	786.039978027344
828.547258626283	788.159973144531	828.547258626283	786.559997558594
831.266457143747	788.760009765625	831.266457143747	785.840026855469
833.984780204358	789.080017089844	833.984780204358	786.479980468750
836.702228204804	788.880004882813	836.702228204804	786.599975585938
839.418801541552	789.320007324219	839.418801541552	785.960021972656
842.134500610814	788.880004882813	842.134500610814	785.960021972656
844.849325808575	788.719970703125	844.849325808575	786.359985351563
847.563277530579	789.280029296875	847.563277530579	785.640014648438
850.276356172319	789.599975585938	850.276356172319	785.679992675781
852.988562129066	789.280029296875	852.988562129066	785.520019531250
855.699895795850	788.239990234375	855.699895795850	786.400024414063
858.410357567456	789.200012207031	858.410357567456	786.280029296875
861.119947838428	788.679992675781	861.119947838428	785.440002441406
863.828667003087	790.080017089844	863.828667003087	786.000000000000
866.536515455503	788.679992675781	866.536515455503	785.960021972656
869.243493589517	788.280029296875	869.243493589517	785.840026855469
871.949601798728	789.080017089844	871.949601798728	785.919982910156
874.654840476504	788.599975585938	874.654840476504	785.280029296875
877.359210015961	789.239990234375	877.359210015961	785.919982910156
880.062710810003	789.440002441406	880.062710810003	785.799987792969
882.765343251273	788.679992675781	882.765343251273	785.520019531250
885.467107732191	789.039978027344	885.467107732191	785.840026855469
888.168004644938	788.359985351563	888.168004644938	786.599975585938
890.868034381467	788.440002441406	890.868034381467	786.679992675781
893.567197333476	788.719970703125	893.567197333476	786.760009765625
896.265493892445	787.960021972656	896.265493892445	785.880004882813
898.962924449614	788.679992675781	898.962924449614	785.440002441406
901.659489395985	788.039978027344	901.659489395985	785.239990234375
904.355189122325	789.039978027344	904.355189122325	785.799987792969
907.050024019165	789.599975585938	907.050024019165	786.119995117188
909.743994476809	788.559997558594	909.743994476809	787.039978027344
912.437100885322	788.239990234375	912.437100885322	786.880004882813
915.129343634532	788.640014648438	915.129343634532	786.640014648438
917.820723114032	788.599975585938	917.820723114032	786.559997558594
920.511239713189	788.400024414063	920.511239713189	785.640014648438
923.200893821127	788.599975585938	923.200893821127	786.440002441406
925.889685826744	788.799987792969	925.889685826744	787.159973144531
928.577616118699	788.400024414063	928.577616118699	786.320007324219
931.264685085419	788.559997558594	931.264685085419	786.000000000000
933.950893115098	789.280029296875	933.950893115098	786.559997558594
936.636240595700	789.280029296875	936.636240595700	786.239990234375
939.320727914956	788.840026855469	939.320727914956	787.039978027344
942.004355460359	789.039978027344	942.004355460359	786.520019531250
944.687123619173	788.679992675781	944.687123619173	786.559997558594
947.369032778431	788.760009765625	947.369032778431	786.239990234375
950.050083324934	788.520019531250	950.050083324934	786.760009765625
952.730275645247	789.119995117188	952.730275645247	786.119995117188
955.409610125711	788.000000000000	955.409610125711	786.039978027344
958.088087152423	788.359985351563	958.088087152423	786.359985351563
960.765707111263	789.039978027344	960.765707111263	787.080017089844
963.442470387871	788.679992675781	963.442470387871	787.320007324219
966.118377367657	788.760009765625	966.118377367657	787.559997558594
968.793428435798	788.960021972656	968.793428435798	786.159973144531
971.467623977254	788.960021972656	971.467623977254	786.719970703125
974.140964376739	789.080017089844	974.140964376739	785.679992675781
976.813450018737	788.640014648438	976.813450018737	786.039978027344
979.485081287511	788.559997558594	979.485081287511	786.159973144531
982.155858567087	789.200012207031	982.155858567087	786.599975585938
984.825782241271	788.960021972656	984.825782241271	787.239990234375
987.494852693624	788.239990234375	987.494852693624	786.840026855469
990.163070307487	789.960021972656	990.163070307487	786.880004882813
992.830435465978	788.880004882813	992.830435465978	787.400024414063
995.496948551973	788.119995117188	995.496948551973	786.679992675781
998.162609948122	789.400024414063	998.162609948122	786.520019531250
1000.827420036850	789.760009765625	1000.827420036850	786.760009765625
1003.491379200360	791.239990234375	1003.491379200360	788.799987792969
1006.154487820610	790.280029296875	1006.154487820610	788.719970703125
1008.816746279340	789.799987792969	1008.816746279340	788.440002441406
1011.478154958060	788.559997558594	1011.478154958060	786.799987792969
1014.138714238050	788.359985351563	1014.138714238050	786.960021972656
1016.798424500370	787.640014648438	1016.798424500370	786.200012207031
1019.457286125860	788.520019531250	1019.457286125860	786.359985351563
1022.115299495090	788.000000000000	1022.115299495090	786.320007324219
1024.772464988460	787.479980468750	1024.772464988460	786.039978027344
1027.428782986100	788.000000000000	1027.428782986100	786.400024414063
1030.084253867920	787.960021972656	1030.084253867920	787.039978027344
1032.738878013630	788.159973144531	1032.738878013630	786.479980468750
1035.392655802700	787.760009765625	1035.392655802700	786.760009765625
1038.045587614350	788.640014648438	1038.045587614350	786.359985351563
1040.697673827610	788.719970703125	1040.697673827610	786.840026855469
1043.348914821250	788.559997558594	1043.348914821250	786.400024414063
1045.999310973840	788.119995117188	1045.999310973840	786.520019531250
1048.648862663710	788.280029296875	1048.648862663710	786.280029296875
1051.297570268980	788.080017089844	1051.297570268980	786.320007324219
1053.945434167530	788.440002441406	1053.945434167530	787.559997558594
1056.592454737010	787.559997558594	1056.592454737010	787.039978027344
1059.238632354860	787.960021972656	1059.238632354860	787.440002441406
1061.883967398300	788.320007324219	1061.883967398300	786.599975585938
1064.528460244300	787.559997558594	1064.528460244300	786.919982910156
1067.172111269620	787.919982910156	1067.172111269620	786.960021972656
1069.814920850800	788.400024414063	1069.814920850800	786.719970703125
1072.456889364150	788.440002441406	1072.456889364150	786.520019531250
1075.098017185770	788.239990234375	1075.098017185770	786.840026855469
1077.738304691500	788.559997558594	1077.738304691500	786.840026855469
1080.377752257000	787.280029296875	1080.377752257000	787.080017089844
1083.016360257670	789.320007324219	1083.016360257670	787.479980468750
1085.654129068720	788.280029296875	1085.654129068720	787.159973144531
1088.291059065100	788.599975585938	1088.291059065100	786.640014648438
1090.927150621570	788.280029296875	1090.927150621570	787.400024414063
1093.562404112660	788.479980468750	1093.562404112660	787.960021972656
1096.196819912650	789.400024414063	1096.196819912650	786.799987792969
1098.830398395640	788.640014648438	1098.830398395640	786.919982910156
1101.463139935470	789.000000000000	1101.463139935470	787.880004882813
1104.095044905790	788.400024414063	1104.095044905790	787.919982910156
1106.726113680000	788.919982910156	1106.726113680000	787.000000000000
1109.356346631290	787.840026855469	1109.356346631290	786.919982910156
1111.985744132630	787.599975585938	1111.985744132630	786.559997558594
1114.614306556770	787.280029296875	1114.614306556770	786.840026855469
1117.242034276240	787.359985351563	1117.242034276240	786.320007324219
1119.868927663330	787.080017089844	1119.868927663330	785.640014648438
1122.494987090140	787.679992675781	1122.494987090140	785.760009765625
1125.120212928510	788.000000000000	1125.120212928510	786.039978027344
1127.744605550110	788.760009765625	1127.744605550110	787.119995117188
1130.368165326340	788.039978027344	1130.368165326340	787.320007324219
1132.990892628410	787.880004882813	1132.990892628410	787.039978027344
1135.612787827300	788.000000000000	1135.612787827300	786.599975585938
1138.233851293760	788.000000000000	1138.233851293760	786.280029296875
1140.854083398340	787.440002441406	1140.854083398340	786.440002441406
1143.473484511370	787.679992675781	1143.473484511370	785.159973144531
1146.092055002940	786.719970703125	1146.092055002940	786.159973144531
1148.709795242930	787.080017089844	1148.709795242930	784.919982910156
1151.326705601000	787.559997558594	1151.326705601000	786.640014648438
1153.942786446600	787.479980468750	1153.942786446600	786.599975585938
1156.558038148960	787.000000000000	1156.558038148960	786.719970703125
1159.172461077070	787.000000000000	1159.172461077070	786.599975585938
1161.786055599740	786.880004882813	1161.786055599740	787.119995117188
1164.398822085510	787.520019531250	1164.398822085510	786.280029296875
1167.010760902760	787.239990234375	1167.010760902760	786.520019531250
1169.621872419600	786.880004882813	1169.621872419600	786.359985351563
1172.232157003960	787.880004882813	1172.232157003960	786.000000000000
1174.841615023520	787.559997558594	1174.841615023520	787.239990234375
1177.450246845780	788.280029296875	1177.450246845780	786.760009765625
1180.058052837990	787.679992675781	1180.058052837990	786.359985351563
1182.665033367190	787.159973144531	1182.665033367190	786.200012207031
1185.271188800210	787.559997558594	1185.271188800210	786.400024414063
1187.876519503670	787.559997558594	1187.876519503670	786.400024414063
1190.481025843950	787.280029296875	1190.481025843950	786.359985351563
1193.084708187230	786.919982910156	1193.084708187230	786.400024414063
1195.687566899480	787.159973144531	1195.687566899480	786.080017089844
1198.289602346430	787.440002441406	1198.289602346430	786.280029296875
1200.890814893630	787.679992675781	1200.890814893630	786.719970703125
1203.491204906360	787.880004882813	1203.491204906360	786.919982910156
1206.090772749740	787.320007324219	1206.090772749740	787.200012207031
1208.689518788640	787.919982910156	1208.689518788640	787.799987792969
1211.287443387730	787.320007324219	1211.287443387730	786.760009765625
1213.884546911450	787.400024414063	1213.884546911450	787.080017089844
1216.480829724040	788.320007324219	1216.480829724040	787.799987792969
1219.076292189530	787.119995117188	1219.076292189530	788.320007324219
1221.670934671700	787.159973144531	1221.670934671700	786.880004882813
